filename,width,height,is_grayscale,text_coverage,mean_intensity
007625911_007625911_00105_22.png,332,31,False,11.329187718616401,186.74747376603187
007625911_007625911_00621_22.png,332,32,False,11.850527108433734,187.59676204819277
007625911_007625911_01452_22.png,332,34,False,14.502126151665484,172.45712260807937
007625911_007625911_02101_22.png,332,33,False,9.510770354143848,194.15397955458195
007625911_007625911_03861_22.png,332,31,False,9.62883793237466,184.60619898950642
007625955_007625955_00155_22.png,632,56,False,8.44258589511754,196.77506216094034
007625955_007625955_00489_22.png,634,55,False,11.594493834241467,189.91373673644966
007625955_007625955_00651_22.png,633,55,False,12.238977452247594,188.9993680884676
007625955_007625955_00936_22.png,634,55,False,11.990249498135935,190.83928878692285
007625955_007625955_01880_22.png,634,55,False,7.344422139374821,194.75695440206482
007625976_007625976_00975_22.png,615,56,False,13.975029036004646,180.24413472706155
007625976_007625976_01802_22.png,616,55,False,7.8896103896103895,194.3811097992916
007625976_007625976_02146_22.png,615,55,False,7.491500369549151,193.28845528455284
007625976_007625976_02208_22.png,615,55,False,12.005912786400591,184.89114560236513
007625976_007625976_02385_22.png,614,55,False,12.97601421379923,186.56798933965058
007625976_007625976_02835_22.png,615,56,False,12.24157955865273,186.03405923344948
007625984_007625984_00265_22.png,1036,92,False,11.171730736948128,190.0535399529965
007625984_007625984_01464_22.png,1040,94,False,8.992430441898527,192.8448649754501
007626266_007626266_00705_22.png,500,46,False,14.021739130434781,191.5701304347826
007626266_007626266_01641_22.png,500,46,False,10.604347826086956,190.7098695652174
007626266_007626266_02067_22.png,501,53,False,14.6687756562347,190.53873385304863
007626266_007626266_03174_22.png,501,46,False,8.057797448581098,192.65239087043304
007626266_007626266_04854_22.png,501,53,False,14.039844838624639,196.23820283960382
007643895_007643895_00510_22.png,493,45,False,14.672075726842463,185.11453684922245
007643895_007643895_01360_22.png,493,45,False,10.736984448951995,187.4586432274059
007643895_007643895_01670_22.png,492,46,False,9.46005655708731,193.51259278897138
007643895_007643895_02528_22.png,493,45,False,10.953346855983773,193.0825783186838
007643895_007643895_02587_22.png,492,46,False,10.471898197242842,189.98365146694945
007643895_007643895_03506_22.png,492,45,False,12.606142728093946,188.13464317976513
007643895_007643895_04005_22.png,492,44,False,9.132483370288249,193.1523928307465
007643895_007643895_04006_22.png,492,44,False,7.866777531411678,191.78275129342202
007643895_007643895_04294_22.png,492,45,False,8.392050587172537,193.34349593495935
007643895_007643895_05003_22.png,492,46,False,12.053729232944503,198.17594556380345
007643895_007643895_05217_22.png,492,45,False,11.400180668473352,190.52484191508583
007643895_007643895_05570_22.png,492,45,False,6.047877145438122,199.8074074074074
007643908_007643908_00834_22.png,494,44,False,8.971291866028707,194.0128818549871
007643908_007643908_01593_22.png,494,44,False,13.102686786897314,186.24852778800147
007643908_007643908_02165_22.png,494,45,False,13.220872694556904,190.36878092667567
007643908_007643908_02751_22.png,495,46,False,18.454106280193237,164.43451910408433
007643908_007643908_02913_22.png,494,45,False,10.3463787674314,192.56266306792622
007643908_007643908_03222_22.png,493,44,False,5.661073206712152,201.60446247464503
007643908_007643908_03509_22.png,493,45,False,11.854856885282848,187.38927203065134
007643908_007643908_03745_22.png,495,44,False,4.986225895316805,197.28595041322313
007644572_007644572_00169_22.png,499,44,False,13.868646383676445,166.66897431226087
007644572_007644572_00598_22.png,499,46,False,12.372571229415353,162.14150039208852
007644572_007644572_01456_22.png,500,45,False,8.04,175.5088888888889
007644572_007644572_01851_22.png,497,45,False,15.908786049631122,160.83451822043372
007644572_007644572_02127_22.png,500,45,False,8.266666666666666,178.0625777777778
007644572_007644572_02343_22.png,499,47,False,12.625250501002002,166.43508293182109
007644572_007644572_03354_22.png,499,45,False,10.607882431529726,173.26800267201068
007644572_007644572_04105_22.png,498,45,False,13.618920124944223,172.99442213297635
007644572_007644572_05210_22.png,499,45,False,13.636161211311512,162.46274771765755
007646204_007646204_00275_22.png,499,43,False,12.33630050799273,182.2576315421541
007646204_007646204_00379_22.png,499,44,False,12.857533248314812,183.13394971761704
007646204_007646204_01705_22.png,500,42,False,12.976190476190478,183.4407619047619
007646204_007646204_02123_22.png,500,44,False,11.081818181818182,189.68272727272728
007646204_007646204_02391_22.png,500,45,False,8.408888888888889,195.9725777777778
007646204_007646204_02581_22.png,500,44,False,12.440909090909091,181.79063636363637
007646218_007646218_00599_22.png,505,47,False,13.642300400252791,185.271792711186
007646218_007646218_00673_22.png,505,44,False,7.502250225022503,194.3511701170117
007646218_007646218_01743_22.png,504,44,False,11.877705627705627,188.20323773448774
007646218_007646218_01971_22.png,504,43,False,13.062938353636028,180.9920173495755
007646218_007646218_02230_22.png,504,43,False,12.942967884828349,180.59496124031008
007646218_007646218_02903_22.png,505,43,False,7.7457978355975134,193.3334561363113
007646218_007646218_03821_22.png,504,43,False,13.072166851236618,178.84602251753415
007646218_007646218_04435_22.png,505,43,False,18.96384987335943,161.52456827078058
007646218_007646218_04712_22.png,505,43,False,14.621229564816945,174.8487220815105
007646218_007646218_04981_22.png,505,43,False,10.978586230716095,190.67124107759614
007646218_007646218_04986_22.png,505,43,False,12.069997697444162,188.6474787013585
007646242_007646242_00266_22.png,507,43,False,18.03586991422412,157.49506903353057
007646242_007646242_00525_22.png,506,43,False,7.114624505928854,188.97582498391395
007646242_007646242_00689_22.png,506,43,False,10.276679841897234,186.40794190642524
007646242_007646242_02724_22.png,505,42,False,11.843470061291843,183.14436586515794
007646537_007646537_00498_22.png,499,48,False,13.810955243820974,172.28632264529057
007646537_007646537_00585_22.png,499,45,False,11.160097973725227,177.13097305722556
007646537_007646537_00640_22.png,500,47,False,14.727659574468085,173.16434042553192
007646537_007646537_01215_22.png,500,44,False,13.459090909090909,174.702
007646537_007646537_01303_22.png,499,47,False,18.13840446851149,150.0821643286573
007646537_007646537_02841_22.png,500,43,False,10.376744186046512,175.92241860465117
007646537_007646537_03240_22.png,499,43,False,6.510695810225102,183.22016125273802
007646537_007646537_03591_22.png,500,44,False,12.090909090909092,175.08195454545455
007646580_007646580_01142_22.png,504,44,False,13.352272727272727,184.00617784992784
007646580_007646580_03005_22.png,504,44,False,8.842893217893218,199.04897186147187
007646627_007646627_00454_22.png,495,45,False,18.523007856341188,161.17144781144782
007646627_007646627_00647_22.png,494,45,False,12.474134053081421,173.9988304093567
007646627_007646627_01219_22.png,494,45,False,16.347278452541612,168.52631578947367
007646627_007646627_02226_22.png,493,45,False,16.470588235294116,163.84566148298399
007646627_007646627_03385_22.png,496,45,False,11.505376344086022,179.01702508960574
007646627_007646627_03705_22.png,494,46,False,10.271079035381096,180.38091885231472
007646650_007646650_00026_22.png,502,45,False,10.973882248782648,205.48782647189023
007646650_007646650_00193_22.png,501,45,False,13.62608117099135,196.13364382346418
007646650_007646650_00482_22.png,501,45,False,15.462408516300732,200.1451763140386
007646650_007646650_00821_22.png,502,46,False,10.912870258098042,203.9395894682141
007646650_007646650_01023_22.png,501,44,False,15.006350934494646,194.83002177463254
007646650_007646650_01411_22.png,501,45,False,7.850964737192283,218.19929030827234
007646650_007646650_01647_22.png,501,45,False,13.461964958970949,206.01618984253716
007646650_007646650_03109_22.png,502,46,False,7.115018188117096,214.1818378659276
007646650_007646650_03390_22.png,501,49,False,12.42005784349668,204.68719703450242
007646650_007646650_04650_22.png,501,46,False,17.734097023344614,181.98472619977437
007646650_007646650_05341_22.png,501,44,False,10.619669751406278,202.50517147523135
