filename,text,confidence,success,processed_path
007625911_007625911_00105_22.png,1,0.14127600857706568,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625911_007625911_00105_22.png
007625911_007625911_00621_22.png,LMn __WlL,0.021614889633464925,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625911_007625911_00621_22.png
007625911_007625911_01452_22.png,AXAan,0.009321398048219942,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625911_007625911_01452_22.png
007625911_007625911_02101_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625911_007625911_02101_22.png
007625911_007625911_03861_22.png,JZL,0.4355841963097914,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625911_007625911_03861_22.png
007625955_007625955_00155_22.png,Lbl:,0.1072269007563591,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625955_007625955_00155_22.png
007625955_007625955_00489_22.png,~Iludl,0.08864715040253059,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625955_007625955_00489_22.png
007625955_007625955_00651_22.png,CYarRkDAZ,0.04585172534091588,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625955_007625955_00651_22.png
007625955_007625955_00936_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625955_007625955_00936_22.png
007625955_007625955_01880_22.png,42e7,0.026411402970552444,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625955_007625955_01880_22.png
007625976_007625976_00975_22.png,LrL,0.06463708027435103,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_00975_22.png
007625976_007625976_01802_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_01802_22.png
007625976_007625976_02146_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_02146_22.png
007625976_007625976_02208_22.png,EKEuAI,0.14066683388814244,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_02208_22.png
007625976_007625976_02385_22.png,SA,0.024603641850087763,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_02385_22.png
007625976_007625976_02835_22.png,Xvii,0.018421437591314316,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625976_007625976_02835_22.png
007625984_007625984_00265_22.png,EeA_alrX,0.03938438006686329,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625984_007625984_00265_22.png
007625984_007625984_01464_22.png,Iir,0.03920809956320383,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007625984_007625984_01464_22.png
007626266_007626266_00705_22.png,~dGntezz,0.17427564505469895,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007626266_007626266_00705_22.png
007626266_007626266_01641_22.png,_ulu_Ue,0.04089327887251895,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007626266_007626266_01641_22.png
007626266_007626266_02067_22.png,~Hlatn_YZ,0.013435348061355707,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007626266_007626266_02067_22.png
007626266_007626266_03174_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007626266_007626266_03174_22.png
007626266_007626266_04854_22.png,_@Zl,0.08115775138139725,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007626266_007626266_04854_22.png
007643895_007643895_00510_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_00510_22.png
007643895_007643895_01360_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_01360_22.png
007643895_007643895_01670_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_01670_22.png
007643895_007643895_02528_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_02528_22.png
007643895_007643895_02587_22.png,"""MZZIait",0.19585038846451114,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_02587_22.png
007643895_007643895_03506_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_03506_22.png
007643895_007643895_04005_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_04005_22.png
007643895_007643895_04006_22.png,Mk,0.12334085139341157,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_04006_22.png
007643895_007643895_04294_22.png,24,0.19642592981664697,True,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_04294_22.png
007643895_007643895_05003_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_05003_22.png
007643895_007643895_05217_22.png,,0.0,False,C:\Users\mijay\OneDrive\Desktop\AIProjects\Hand-Writing-Storied\data\snippets\debug_easyocr_007643895_007643895_05217_22.png
